episode,winner,left_Fire_vizard,left_Lightning_Mage,left_Wanderer_Magician,right_Fire_vizard,right_Lightning_Mage,right_Wanderer_Magician
2137,Right Team Wins!,8,19,9,10,15,10
2138,Left Team Wins!,13,7,7,10,8,9
2139,Left Team Wins!,9,9,9,9,13,5
2140,Right Team Wins!,8,8,5,7,7,7
2141,Left Team Wins!,8,11,7,10,6,10
2142,Draw!,11,12,12,9,18,9
2143,Left Team Wins!,5,6,14,8,12,5
2144,Right Team Wins!,12,11,5,10,10,8
2145,Right Team Wins!,14,8,3,10,7,8
2146,Draw!,7,16,12,12,11,13
2147,Draw!,15,7,14,13,12,10
2148,Left Team Wins!,8,8,16,13,10,9
2149,Right Team Wins!,12,6,10,11,8,9
2150,Draw!,3,9,24,7,10,18
2151,Right Team Wins!,10,5,21,11,9,14
2152,Left Team Wins!,5,7,21,12,10,11
2153,Left Team Wins!,11,8,17,15,11,10
2154,Right Team Wins!,5,12,16,10,11,12
2155,Left Team Wins!,5,5,16,8,9,9
2156,Right Team Wins!,15,8,8,14,7,10
2157,Left Team Wins!,5,9,14,10,9,9
2158,Left Team Wins!,4,13,18,10,10,16
2159,Left Team Wins!,9,9,17,17,6,12
2160,Draw!,5,16,14,12,7,17
2161,Left Team Wins!,12,8,15,12,17,7
2162,Right Team Wins!,7,17,12,13,16,7
2163,Right Team Wins!,12,14,8,10,15,9
2164,Left Team Wins!,8,7,14,8,9,11
2165,Right Team Wins!,9,15,12,10,13,13
2166,Draw!,11,13,11,10,13,13
2167,Left Team Wins!,10,5,14,9,10,10
2168,Left Team Wins!,6,8,10,9,9,5
2169,Left Team Wins!,10,12,5,14,9,4
2170,Right Team Wins!,11,8,15,13,5,15
2171,Left Team Wins!,12,9,14,10,10,14
2172,Left Team Wins!,7,11,17,16,12,7
2173,Draw!,16,6,13,9,11,16
2174,Right Team Wins!,17,4,5,4,13,9
2175,Right Team Wins!,20,3,4,6,11,10
2176,Draw!,12,7,16,9,14,13
2177,Draw!,8,10,18,8,9,18
2178,Left Team Wins!,3,8,17,8,10,10
2179,Draw!,6,9,20,9,17,10
2180,Draw!,10,8,18,13,14,9
2181,Draw!,5,8,23,18,8,10
2182,Draw!,16,5,15,14,12,9
2183,Draw!,15,4,17,8,20,8
2184,Right Team Wins!,14,4,13,9,9,12
2185,Draw!,10,6,20,5,11,19
2186,Draw!,5,9,21,13,11,12
2187,Draw!,9,9,18,8,14,13
2188,Left Team Wins!,7,12,17,8,13,15
2189,Right Team Wins!,14,4,17,7,12,16
2190,Right Team Wins!,9,11,13,13,7,13
2191,Draw!,5,8,22,14,10,12
2192,Right Team Wins!,10,4,20,11,10,12
2193,Right Team Wins!,6,6,16,9,16,3
2194,Draw!,11,10,14,10,11,15
2195,Right Team Wins!,2,9,22,6,20,7
2196,Draw!,7,10,18,17,10,8
2197,Right Team Wins!,7,8,20,12,8,14
2198,Draw!,3,10,23,12,10,14
2199,Right Team Wins!,4,9,19,10,12,10
2200,Draw!,5,12,19,10,15,11
2201,Left Team Wins!,5,10,12,10,10,7
2202,Left Team Wins!,11,10,14,12,14,9
2203,Left Team Wins!,6,7,13,9,9,7
2204,Draw!,9,15,11,6,18,12
2205,Draw!,7,17,11,11,11,14
2206,Left Team Wins!,15,11,8,7,8,18
2207,Draw!,11,12,12,13,10,12
2208,Right Team Wins!,6,10,19,17,8,9
2209,Left Team Wins!,10,15,9,9,13,11
2210,Left Team Wins!,8,10,9,9,6,11
2211,Right Team Wins!,3,20,12,13,7,15
2212,Draw!,8,10,18,11,8,17
2213,Left Team Wins!,13,13,8,13,12,9
2214,Left Team Wins!,9,10,9,11,10,7
2215,Left Team Wins!,6,10,8,10,9,5
2216,Left Team Wins!,5,10,9,8,10,6
2217,Left Team Wins!,3,13,5,8,7,6
2218,Right Team Wins!,0,21,9,11,7,12
2219,Left Team Wins!,4,13,4,5,11,5
2220,Left Team Wins!,12,11,8,7,11,13
2221,Right Team Wins!,7,17,8,9,10,13
2222,Right Team Wins!,4,12,7,7,9,7
2223,Right Team Wins!,13,7,6,12,5,9
2224,Left Team Wins!,12,8,7,9,8,9
2225,Draw!,13,12,11,13,11,12
2226,Right Team Wins!,17,7,9,12,13,8
2227,Left Team Wins!,17,9,9,12,13,11
2228,Right Team Wins!,15,1,19,9,17,10
2229,Left Team Wins!,9,7,18,12,10,12
2230,Left Team Wins!,8,7,15,13,11,6
2231,Left Team Wins!,11,7,16,10,10,14
2232,Draw!,14,5,16,15,13,8
2233,Draw!,14,9,13,11,12,12
2234,Right Team Wins!,8,13,11,12,14,6
2235,Left Team Wins!,11,3,19,9,10,15
2236,Left Team Wins!,15,7,14,10,15,11
2237,Right Team Wins!,9,13,9,15,10,6
2238,Right Team Wins!,14,9,4,10,9,8
2239,Draw!,12,16,7,12,9,14
2240,Left Team Wins!,8,7,14,11,10,8
2241,Right Team Wins!,14,8,5,7,12,8
2242,Left Team Wins!,11,4,13,10,14,4
2243,Left Team Wins!,7,11,12,12,11,7
2244,Left Team Wins!,6,14,15,17,6,12
2245,Right Team Wins!,9,10,12,15,8,8
2246,Draw!,12,12,11,12,13,11
2247,Right Team Wins!,8,11,9,10,11,7
2248,Left Team Wins!,8,9,13,13,11,6
2249,Left Team Wins!,9,15,8,16,8,8
2250,Right Team Wins!,6,12,8,8,11,7
2251,Right Team Wins!,9,8,12,7,11,11
2252,Right Team Wins!,6,12,15,13,10,10
2253,Left Team Wins!,8,6,13,10,11,6
2254,Left Team Wins!,11,8,7,13,6,7
2255,Draw!,13,3,20,16,8,12
2256,Left Team Wins!,13,7,14,7,14,13
2257,Right Team Wins!,9,4,13,10,7,9
2258,Right Team Wins!,8,8,19,7,12,16
2259,Draw!,4,10,21,15,7,14
2260,Right Team Wins!,2,12,14,11,9,8
2261,Draw!,8,9,19,17,11,8
2262,Left Team Wins!,10,7,10,12,11,4
2263,Right Team Wins!,6,7,11,11,10,3
2264,Left Team Wins!,8,10,17,10,13,13
2265,Draw!,9,5,22,7,11,18
2266,Right Team Wins!,1,9,15,6,12,7
2267,Left Team Wins!,7,12,12,12,8,11
2268,Right Team Wins!,7,10,14,11,12,8
2269,Right Team Wins!,4,6,21,6,13,12
2270,Draw!,9,4,23,11,9,15
2271,Left Team Wins!,7,4,11,5,9,8
2272,Right Team Wins!,11,9,8,9,12,7
2273,Draw!,10,9,17,8,14,13
2274,Right Team Wins!,7,18,8,6,17,10
2275,Right Team Wins!,7,9,15,12,12,7
2276,Draw!,8,15,13,8,16,12
2277,Right Team Wins!,8,14,13,13,11,11
2278,Draw!,21,2,13,11,10,15
2279,Right Team Wins!,8,13,10,13,6,12
2280,Draw!,16,8,11,11,17,8
2281,Left Team Wins!,17,6,9,8,11,13
2282,Right Team Wins!,8,14,13,13,13,8
2283,Draw!,14,7,15,10,10,16
2284,Left Team Wins!,20,3,5,13,7,8
2285,Left Team Wins!,5,12,5,7,12,3
2286,Right Team Wins!,10,6,13,7,11,10
2287,Right Team Wins!,13,7,16,12,7,15
2288,Right Team Wins!,3,11,21,9,10,15
2289,Draw!,4,16,16,9,13,13
2290,Left Team Wins!,1,15,10,12,6,8
2291,Right Team Wins!,8,8,20,15,9,12
2292,Left Team Wins!,12,7,6,8,8,9
2293,Left Team Wins!,12,7,9,10,8,10
2294,Right Team Wins!,5,6,10,8,9,4
2295,Right Team Wins!,12,9,10,12,10,9
2296,Left Team Wins!,19,8,9,17,8,11
2297,Draw!,7,17,11,10,14,12
2298,Left Team Wins!,12,12,4,12,9,7
2299,Right Team Wins!,5,20,6,11,12,8
2300,Right Team Wins!,4,14,5,4,10,9
2301,Left Team Wins!,12,16,5,10,11,11
2302,Left Team Wins!,9,19,3,12,9,10
2303,Draw!,8,20,8,12,14,10
2304,Left Team Wins!,8,9,5,8,7,7
2305,Left Team Wins!,8,17,11,10,15,11
2306,Left Team Wins!,4,17,10,12,9,10
2307,Left Team Wins!,2,17,10,14,8,7
2308,Left Team Wins!,5,17,12,9,14,11
2309,Left Team Wins!,4,12,12,10,11,7
2310,Draw!,8,12,16,14,9,13
2311,Right Team Wins!,5,12,13,8,12,10
2312,Draw!,11,10,15,8,12,15
2313,Right Team Wins!,1,15,3,10,4,5
2314,Left Team Wins!,10,11,12,10,14,9
2315,Left Team Wins!,6,11,12,13,11,5
2316,Left Team Wins!,8,7,13,6,12,10
2317,Draw!,8,15,13,9,15,12
2318,Right Team Wins!,4,11,16,5,12,13
2319,Left Team Wins!,6,10,11,7,11,9
2320,Draw!,7,9,20,7,16,12
2321,Draw!,4,12,20,11,15,10
2322,Left Team Wins!,4,6,18,7,12,9
2323,Left Team Wins!,7,11,18,13,9,14
2324,Right Team Wins!,5,10,16,9,9,13
2325,Right Team Wins!,7,10,16,13,10,10
2326,Draw!,8,10,18,10,16,10
2327,Right Team Wins!,11,14,11,9,10,16
2328,Left Team Wins!,7,10,15,14,9,9
2329,Draw!,7,13,16,18,9,9
2330,Left Team Wins!,5,10,13,12,9,7
2331,Left Team Wins!,12,8,8,7,16,5
2332,Right Team Wins!,4,8,15,10,6,11
2333,Left Team Wins!,11,10,5,9,9,8
2334,Left Team Wins!,9,17,9,13,9,13
2335,Left Team Wins!,3,19,9,12,8,10
2336,Left Team Wins!,6,21,7,15,9,10
2337,Left Team Wins!,4,16,9,9,8,11
2338,Draw!,5,13,18,12,12,12
2339,Right Team Wins!,3,16,12,13,13,5
2340,Draw!,9,13,14,8,13,14
2341,Right Team Wins!,2,16,18,13,11,11
2342,Right Team Wins!,1,16,17,14,13,7
2343,Right Team Wins!,6,14,11,12,11,8
2344,Left Team Wins!,8,11,12,8,9,14
2345,Right Team Wins!,6,18,10,6,17,11
2346,Draw!,8,13,15,7,10,19
2347,Draw!,5,17,14,9,9,18
2348,Draw!,8,7,21,10,9,17
2349,Right Team Wins!,4,16,15,11,11,13
2350,Left Team Wins!,11,6,16,11,10,12
2351,Right Team Wins!,7,12,6,6,15,4
2352,Left Team Wins!,7,7,17,11,12,9
2353,Draw!,4,12,19,11,13,11
2354,Left Team Wins!,10,7,13,14,10,8
2355,Left Team Wins!,7,8,20,17,11,7
2356,Draw!,6,12,18,9,17,10
2357,Right Team Wins!,6,19,5,12,7,11
2358,Right Team Wins!,2,15,13,9,8,13
2359,Draw!,6,14,16,14,14,8
2360,Draw!,3,16,16,12,10,14
2361,Draw!,8,15,13,9,10,17
2362,Draw!,5,13,18,11,10,15
2363,Left Team Wins!,8,13,13,10,11,13
2364,Left Team Wins!,5,11,11,7,6,14
2365,Draw!,2,12,22,11,12,13
2366,Left Team Wins!,4,10,22,15,10,11
2367,Draw!,0,9,27,15,12,9
2368,Draw!,0,9,27,8,14,14
2369,Right Team Wins!,0,9,25,7,8,16
2370,Left Team Wins!,3,9,19,13,10,8
2371,Left Team Wins!,0,11,18,8,8,14
2372,Draw!,3,4,29,9,14,13
2373,Left Team Wins!,5,11,20,8,17,11
2374,Draw!,4,10,22,13,11,12
2375,Draw!,7,6,23,10,15,10
2376,Right Team Wins!,6,4,26,13,9,12
2377,Right Team Wins!,3,6,20,7,13,9
2378,Draw!,7,7,22,12,9,14
2379,Right Team Wins!,10,4,20,11,12,11
2380,Right Team Wins!,9,6,14,10,12,7
2381,Right Team Wins!,14,6,11,10,8,13
2382,Right Team Wins!,8,7,12,13,8,5
2383,Draw!,7,8,21,11,10,14
2384,Right Team Wins!,12,8,13,8,14,12
2385,Left Team Wins!,1,5,22,14,8,8
2386,Left Team Wins!,5,10,17,11,12,9
2387,Right Team Wins!,8,12,9,6,11,12
2388,Draw!,5,18,13,10,14,12
2389,Left Team Wins!,3,11,16,10,7,13
2390,Right Team Wins!,3,19,7,8,8,13
2391,Right Team Wins!,3,14,14,8,17,6
2392,Left Team Wins!,4,12,13,9,11,9
2393,Draw!,0,27,9,6,17,12
2394,Draw!,14,10,12,11,10,14
2395,Right Team Wins!,15,8,12,10,9,16
2396,Right Team Wins!,4,12,12,9,13,6
2397,Right Team Wins!,6,8,13,13,9,5
2398,Draw!,2,26,8,20,4,11
2399,Left Team Wins!,2,19,6,6,12,9
2400,Right Team Wins!,14,4,12,9,5,14
2401,Draw!,27,1,8,16,12,7
2402,Right Team Wins!,21,2,7,5,11,14
2403,Left Team Wins!,15,6,10,8,16,7
2404,Draw!,20,4,11,9,14,12
2405,Left Team Wins!,12,8,5,9,8,8
2406,Left Team Wins!,9,9,6,4,12,8
2407,Left Team Wins!,19,6,8,11,11,10
2408,Left Team Wins!,14,6,7,11,10,6
2409,Draw!,27,2,7,7,11,18
2410,Left Team Wins!,17,7,8,16,8,8
2411,Draw!,15,4,17,12,9,15
2412,Right Team Wins!,19,7,7,12,9,12
2413,Right Team Wins!,12,9,5,9,9,8
2414,Right Team Wins!,23,7,5,8,13,14
2415,Left Team Wins!,9,10,10,13,8,7
2416,Draw!,11,16,9,11,10,15
2417,Right Team Wins!,7,18,11,13,9,14
2418,Right Team Wins!,5,10,9,4,14,6
2419,Left Team Wins!,2,13,3,6,11,1
2420,Left Team Wins!,5,17,9,12,7,11
2421,Right Team Wins!,7,14,12,11,10,12
2422,Right Team Wins!,5,13,7,4,13,8
2423,Draw!,11,14,10,12,11,13
2424,Right Team Wins!,3,16,9,8,9,11
2425,Left Team Wins!,8,14,11,10,12,11
2426,Left Team Wins!,4,11,14,6,10,13
2427,Left Team Wins!,6,10,12,8,10,10
2428,Left Team Wins!,11,13,12,10,11,15
2429,Draw!,12,11,13,9,9,17
2430,Right Team Wins!,13,13,5,11,6,14
2431,Draw!,13,10,12,13,7,15
2432,Right Team Wins!,17,11,8,14,7,14
2433,Right Team Wins!,13,8,7,9,13,6
2434,Left Team Wins!,13,12,10,13,9,13
2435,Right Team Wins!,14,9,13,13,13,10
2436,Right Team Wins!,14,4,2,4,12,4
2437,Draw!,10,12,13,7,12,16
2438,Right Team Wins!,17,10,8,14,9,12
2439,Left Team Wins!,8,12,7,7,8,12
2440,Left Team Wins!,10,9,7,10,9,7
2441,Left Team Wins!,7,8,8,11,8,4
2442,Left Team Wins!,9,15,11,8,15,13
2443,Draw!,14,12,9,11,12,12
2444,Right Team Wins!,19,14,3,10,14,12
2445,Right Team Wins!,8,18,10,16,12,8
2446,Left Team Wins!,13,14,8,10,12,13
2447,Left Team Wins!,12,7,4,6,6,11
2448,Right Team Wins!,8,14,9,13,6,12
2449,Right Team Wins!,9,10,10,15,10,4
2450,Draw!,11,15,9,13,7,16
2451,Right Team Wins!,7,15,8,11,7,12
2452,Left Team Wins!,6,13,16,10,14,11
2453,Draw!,4,18,13,13,11,11
2454,Right Team Wins!,12,13,9,12,15,7
2455,Left Team Wins!,5,13,9,10,7,10
2456,Right Team Wins!,10,15,11,12,13,11
2457,Draw!,6,17,13,8,11,17
2458,Left Team Wins!,6,13,10,9,6,14
2459,Right Team Wins!,11,15,5,9,10,12
2460,Right Team Wins!,8,21,4,11,7,15
2461,Left Team Wins!,8,11,12,10,12,9
2462,Right Team Wins!,5,11,4,6,10,4
2463,Right Team Wins!,4,15,8,10,10,7
2464,Draw!,5,18,12,14,11,11
2465,Right Team Wins!,4,15,6,7,10,8
2466,Draw!,4,22,9,12,16,8
2467,Left Team Wins!,4,17,9,10,11,9
2468,Draw!,5,17,13,16,9,10
2469,Right Team Wins!,6,9,12,7,11,9
2470,Right Team Wins!,5,13,8,10,11,5
2471,Left Team Wins!,6,10,15,9,9,13
2472,Right Team Wins!,7,12,11,9,10,11
2473,Left Team Wins!,5,12,16,8,13,12
2474,Left Team Wins!,8,10,15,11,11,11
2475,Right Team Wins!,12,6,18,15,14,7
2476,Right Team Wins!,11,5,20,12,11,13
2477,Draw!,8,10,18,12,16,7
2478,Draw!,9,10,17,9,14,13
2479,Draw!,9,8,18,12,11,13
2480,Right Team Wins!,17,2,17,11,8,16
2481,Left Team Wins!,9,7,14,11,9,10
2482,Draw!,10,8,18,12,12,12
2483,Draw!,8,6,22,9,11,16
2484,Draw!,6,14,16,5,18,13
2485,Draw!,6,15,15,9,14,13
2486,Draw!,9,9,18,11,11,14
2487,Left Team Wins!,4,8,12,9,9,6
2488,Right Team Wins!,10,9,9,9,13,6
2489,Draw!,12,10,14,8,13,15
2490,Right Team Wins!,9,11,3,10,5,8
2491,Draw!,9,6,21,14,14,8
2492,Left Team Wins!,10,4,21,13,12,11
2493,Draw!,5,11,19,11,10,14
2494,Draw!,10,6,20,9,12,15
2495,Right Team Wins!,12,6,4,9,5,8
2496,Draw!,6,7,23,14,13,9
2497,Left Team Wins!,8,7,17,11,10,11
2498,Right Team Wins!,9,8,8,7,10,8
2499,Draw!,11,6,19,12,14,10
2500,Draw!,6,11,18,14,12,10
2501,Right Team Wins!,8,8,20,15,11,10
2502,Left Team Wins!,7,9,17,14,10,10
2503,Left Team Wins!,8,11,16,9,15,11
2504,Left Team Wins!,5,13,14,14,10,8
2505,Draw!,9,15,12,14,10,12
